name,code,bank,product_type,sale_type,fund_type,issuer,risk_level,status,net_value,currency,min_amount,investor_scope,fee_standard,fee_method,notice_url,filing_number,fetch_time,source
招银理财招睿颐养丰润两年定开6号固定收益类理财计划,100116B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0414,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131916,Playwright
招银理财招睿颐养丰润两年定开7号固定收益类理财计划,100117A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0268,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131918,Playwright
招银理财招睿颐养丰润两年定开7号固定收益类理财计划,100117B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.027,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131919,Playwright
招银理财招睿颐养丰润两年定开8号增强型固定收益类理财计划,100118A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0247,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131921,Playwright
招银理财招睿颐养丰润两年定开8号增强型固定收益类理财计划,100118B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0247,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131923,Playwright
招银理财招睿颐养丰润一年定开1号增强型固定收益类理财计划,100136,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0334,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.25%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131924,Playwright
招银理财招睿颐养丰润一年定开2号增强型固定收益类理财计划,100137,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0214,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131925,Playwright
招银理财招睿颐养丰润十四月定开1号固定收益类理财计划,100138,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0283,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131927,Playwright
招银理财招睿颐养丰润十四月定开2号固定收益类理财计划,100139A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0286,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131929,Playwright
招银理财招睿颐养丰润十四月定开3号固定收益类理财计划,100140A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0271,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131931,Playwright
招银理财招睿颐养丰润十四月定开4号固定收益类理财计划,100141A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0261,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131932,Playwright
代销招银理财招睿颐养丰润十四月定开4号固定收益类理财计划,100141B,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0261,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131934,Playwright
招银理财招睿颐养丰润十四月定开5号固定收益类理财计划,100142A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0326,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131938,Playwright
招银理财招睿颐养丰润十四月定开5号固定收益类理财计划,100142B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0324,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131939,Playwright
招银理财招睿颐养丰润十四月定开6号固定收益类理财计划,100143A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0178,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131941,Playwright
招银理财招睿颐养丰润十四月定开6号固定收益类理财计划,100143B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0179,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131942,Playwright
招银理财招睿颐养丰润十四月定开7号增强型固定收益类理财计划,100144A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0173,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131944,Playwright
招银理财招睿颐养丰润十四月定开7号增强型固定收益类理财计划,100144B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0175,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.15%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131945,Playwright
招银理财招睿颐养丰润十四月定开8号增强型固定收益类理财计划,100145A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0236,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.15%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131947,Playwright
招银理财招睿颐养丰润十四月定开8号增强型固定收益类理财计划,100145B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0237,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.15%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131948,Playwright
招银理财招睿颐养丰润十四月定开9号增强型固定收益类理财计划,100146A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0235,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.1%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131950,Playwright
招银理财招睿颐养丰润十四月定开9号增强型固定收益类理财计划,100146B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0235,人民币,400000.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.1%销售服务费：0.15%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131951,Playwright
招银理财招睿颐养丰润十四月定开10号增强型固定收益类理财计划,100147A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0264,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.1%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131952,Playwright
招银理财招睿颐养丰润十四月定开10号增强型固定收益类理财计划,100147B,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0265,人民币,400000.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131954,Playwright
招银理财招睿颐养丰润三年定开1号增强型固定收益类理财计划,100151A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0532,人民币,100.0,遵循风险匹配原则,认购费：0.9%/笔，从认购金额中扣除申购费：0.9%/笔，从申购金额中扣除赎回费：不收取固定管理费：0.5%,认购费申购费赎回费固定管理费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131955,Playwright
招银理财招睿颐养丰润三年定开1号增强型固定收益类理财计划,100151C,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0357,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.5%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131957,Playwright
招银理财招睿颐养丰润三年定开2号增强型固定收益类理财计划,100152A,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0424,人民币,100.0,遵循风险匹配原则,认购费：0.9%/笔，从认购金额中扣除申购费：0.9%/笔，从申购金额中扣除赎回费：不收取固定管理费：0.5%,认购费申购费赎回费固定管理费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131958,Playwright
招银理财招睿颐养丰润三年定开2号增强型固定收益类理财计划,100152C,招商银行,代销理财,代销,公募,招银理财,R3,未开放,1.0264,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.5%销售服务费：0.3%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131960,Playwright
招银理财招睿颐养丰润十八月封闭1号固定收益类理财计划,100181A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0068,人民币,100.0,遵循风险匹配原则,认购费：不收取固定管理费：0.2%销售服务费：0.25%,认购费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131961,Playwright
招银理财颐养丰润十八月封闭7号增强型固定收益类理财计划,100187A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0122,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131963,Playwright
招银理财颐养丰润十八月封闭8号增强型固定收益类理财计划,100188A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0109,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：无固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131965,Playwright
招银理财颐养丰润十八月封闭9号增强型固定收益类理财计划,100189A,招商银行,代销理财,代销,公募,招银理财,R2,未开放,1.0114,人民币,100.0,遵循风险匹配原则,认购费：不收取申购费：不收取赎回费：不收取固定管理费：0.2%销售服务费：0.25%,认购费申购费赎回费固定管理费销售服务费其他费用详见产品公告,点击查看,,2026-03-12T15:40:32.131966,Playwright
